timestamp,scenario_name,background_traffic,background_load_percent,repeat_index,event_name,process_name,pid,cpu_percent,rss_bytes,ctx_switches_voluntary,ctx_switches_involuntary,ctx_switches_total,ctx_switches_delta,ctx_switches_per_second
2026-04-24T22:10:35.771017+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,0.0,65146880,411,62,473,0,0.0
2026-04-24T22:10:35.771017+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,0.0,57643008,9,3,12,0,0.0
2026-04-24T22:10:35.871814+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,0.0,65196032,425,63,488,15,148.8276
2026-04-24T22:10:35.871814+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,9.9,57909248,14,9,23,11,109.4503
2026-04-24T22:10:35.973052+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,19.8,65196032,502,69,571,83,819.518
2026-04-24T22:10:35.973052+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,49.4,57999360,28,14,42,19,187.58
2026-04-24T22:10:36.073618+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,9.9,65200128,590,70,660,89,883.7636
2026-04-24T22:10:36.073618+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,29.8,58003456,51,18,69,27,268.1443
2026-04-24T22:10:36.103457+00:00,recovery_scenario,iperf_tcp,10,1,service_started,,,,,,,,,
2026-04-24T22:10:36.175048+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,9.8,65994752,618,71,689,29,286.0699
2026-04-24T22:10:36.175048+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,49.3,58105856,103,18,121,52,512.955
2026-04-24T22:10:36.275592+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,0.0,65998848,619,71,690,1,9.9562
2026-04-24T22:10:36.275592+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,19.9,58109952,127,18,145,24,238.9523
2026-04-24T22:10:36.379049+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,0.0,65998848,619,71,690,0,0.0
2026-04-24T22:10:36.379049+00:00,recovery_scenario,iperf_tcp,10,1,,ryu_controller,405707,0.0,58109952,133,18,151,6,57.8731
2026-04-24T22:10:36.480548+00:00,recovery_scenario,iperf_tcp,10,1,,twin_core,405717,0.0,65998848,619,71,690,0,0.0
