scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes,sync_mode,topology_name,topology_file,target_link,target_src_city,target_dst_city,target_distance_km,controller_app,background_traffic,background_flow_count,background_load_percent,background_target_bandwidth_mbps,pre_fault_fidelity,post_fault_fidelity,post_recovery_fidelity,node_count,link_count,sync_duration_ms,api_call_count,pre_fault_total_packets,pre_fault_total_bytes,post_detection_total_packets,post_detection_total_bytes,post_recovery_total_packets,post_recovery_total_bytes,resource_log_file,repeat_index,configured_repeat_count
recovery_scenario,2026-04-24T21:32:51.586274+00:00,2026-04-24T21:32:55.548014+00:00,2026-04-24T21:32:58.986106+00:00,3.96174,3.154415,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8416696725666146,0.8771486844069112,0.9813577550360439,8,10,1434.0525850420818,28,446,34828,2952,15852148,21371,67229180,data/exports/load_linearity_recovery_30pct_resource_logs.csv,1,10
recovery_scenario,2026-04-24T21:33:08.618104+00:00,2026-04-24T21:33:11.445529+00:00,2026-04-24T21:33:15.315302+00:00,2.827425,3.443859,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8410222642901224,0.8836896679324535,0.9765384352496563,8,10,1868.3149860007688,28,452,35400,4618,15549532,22433,65328574,data/exports/load_linearity_recovery_30pct_resource_logs.csv,2,10
recovery_scenario,2026-04-24T21:33:24.747949+00:00,2026-04-24T21:33:27.773462+00:00,2026-04-24T21:33:31.525997+00:00,3.025513,3.082853,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8412790075897022,0.889164175938091,0.9668194628283863,8,10,1729.5169610297307,28,459,36008,4618,15515068,12072,20822542,data/exports/load_linearity_recovery_30pct_resource_logs.csv,3,10
recovery_scenario,2026-04-24T21:33:41.129886+00:00,2026-04-24T21:33:44.671035+00:00,2026-04-24T21:33:50.740781+00:00,3.541149,5.386883,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8413293383857636,0.8719143272879842,0.9741933108361105,8,10,4072.299652034417,28,458,35896,4604,15341624,17853,91262386,data/exports/load_linearity_recovery_30pct_resource_logs.csv,4,10
recovery_scenario,2026-04-24T21:34:00.268542+00:00,2026-04-24T21:34:03.199188+00:00,2026-04-24T21:34:05.516513+00:00,2.930646,2.102453,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.840966394672533,0.8922680403579161,0.9831205154924845,8,10,325.0310199800879,28,460,36020,5294,15558132,5551,15589406,data/exports/load_linearity_recovery_30pct_resource_logs.csv,5,10
recovery_scenario,2026-04-24T21:34:15.172441+00:00,2026-04-24T21:34:18.277840+00:00,2026-04-24T21:34:21.627117+00:00,3.105399,2.717834,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8413366447113724,0.883046960975157,0.9841142215472924,8,10,1349.450352950953,28,450,35088,4402,14551580,22115,56727690,data/exports/load_linearity_recovery_30pct_resource_logs.csv,6,10
recovery_scenario,2026-04-24T21:34:31.149953+00:00,2026-04-24T21:34:34.893293+00:00,2026-04-24T21:34:38.613446+00:00,3.74334,3.140448,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8409218180635525,0.8693373612878784,0.9782054834502892,8,10,1711.4376990357414,28,450,35136,4628,15138656,13590,39100198,data/exports/load_linearity_recovery_30pct_resource_logs.csv,7,10
recovery_scenario,2026-04-24T21:34:48.718211+00:00,2026-04-24T21:34:51.228372+00:00,2026-04-24T21:34:53.900456+00:00,2.510161,2.569601,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8405006144747607,0.9015154160919472,0.979626636968611,8,10,690.1913210749626,28,450,35224,3490,18058788,23101,63385736,data/exports/load_linearity_recovery_30pct_resource_logs.csv,8,10
recovery_scenario,2026-04-24T21:35:03.815012+00:00,2026-04-24T21:35:06.272848+00:00,2026-04-24T21:35:08.432456+00:00,2.457836,1.977405,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8412604568714508,0.8925994138548968,0.9944451602994048,8,10,176.64926196448505,28,446,34784,5304,15556688,10492,16289448,data/exports/load_linearity_recovery_30pct_resource_logs.csv,9,10
recovery_scenario,2026-04-24T21:35:17.862978+00:00,2026-04-24T21:35:22.075440+00:00,2026-04-24T21:35:25.497939+00:00,4.212462,2.89276,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,0.8410391087181662,0.8703496232482201,0.9893067811994406,8,10,1403.8306459551677,28,456,35752,4602,15512356,24719,70093358,data/exports/load_linearity_recovery_30pct_resource_logs.csv,10,10
