scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes,topology_name,topology_file,target_link,target_src_city,target_dst_city,target_distance_km,controller_app,background_traffic,background_flow_count,repeat_index,configured_repeat_count
recovery_scenario,2026-04-05T12:13:11.130951+00:00,2026-04-05T12:13:12.375799+00:00,2026-04-05T12:13:16.467416+00:00,1.244848,3.822445,4.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,1,1
recovery_scenario,2026-04-05T12:13:29.069041+00:00,2026-04-05T12:13:30.352559+00:00,2026-04-05T12:13:34.481361+00:00,1.283518,3.888867,4.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,1,1
recovery_scenario,2026-04-05T12:13:46.996811+00:00,2026-04-05T12:13:48.259187+00:00,2026-04-05T12:13:52.354234+00:00,1.262376,3.843751,4.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,icmp,8,1,1
