timestamp,scenario_name,background_traffic,background_load_percent,repeat_index,event_name,process_name,pid,cpu_percent,rss_bytes
2026-04-24T21:35:26.687946+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:26.687946+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,0.0,61358080
2026-04-24T21:35:26.789186+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:26.789186+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,49.7,61358080
2026-04-24T21:35:26.889739+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,9.9,68042752
2026-04-24T21:35:26.889739+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:26.944454+00:00,recovery_scenario,iperf_tcp,50,1,service_started,,,,
2026-04-24T21:35:26.990230+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,19.9,68042752
2026-04-24T21:35:26.990230+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,39.8,61358080
2026-04-24T21:35:27.090589+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.090589+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:27.191083+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.191083+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:27.291521+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.291521+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,39.8,61358080
2026-04-24T21:35:27.392063+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.392063+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:27.492408+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.492408+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:27.592994+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.592994+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,49.7,61358080
2026-04-24T21:35:27.697020+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.697020+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,9.6,61358080
2026-04-24T21:35:27.797843+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.797843+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,29.8,61358080
2026-04-24T21:35:27.898309+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.898309+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:27.998787+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:27.998787+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:28.099188+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.099188+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,29.8,61358080
2026-04-24T21:35:28.199731+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.199731+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,9.9,61358080
2026-04-24T21:35:28.300217+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.300217+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:28.402267+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,9.8,68042752
2026-04-24T21:35:28.402267+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.6,61358080
2026-04-24T21:35:28.512381+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.512381+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,9.1,61358080
2026-04-24T21:35:28.613831+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.613831+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,29.6,61358080
2026-04-24T21:35:28.714253+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.714253+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:28.814633+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.814633+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.9,61358080
2026-04-24T21:35:28.915101+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:28.915101+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:29.017368+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,9.8,68042752
2026-04-24T21:35:29.017368+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,19.6,61358080
2026-04-24T21:35:29.117775+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:29.117775+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,39.8,61358080
2026-04-24T21:35:29.218227+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:29.218227+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,10.0,61358080
2026-04-24T21:35:29.319373+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:29.319373+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,9.9,61358080
2026-04-24T21:35:29.422527+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,0.0,68042752
2026-04-24T21:35:29.422527+00:00,recovery_scenario,iperf_tcp,50,1,,ryu_controller,361493,9.7,61358080
2026-04-24T21:35:29.523065+00:00,recovery_scenario,iperf_tcp,50,1,,twin_core,361501,9.9,68042752
