scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes,sync_mode,topology_name,topology_file,target_link,target_src_city,target_dst_city,target_distance_km,controller_app,background_traffic,background_flow_count,background_load_percent,background_target_bandwidth_mbps,controller_event_queue_depth_at_detection,controller_event_queue_depth_peak_until_detection,controller_events_until_detection,pre_fault_fidelity,post_fault_fidelity,post_recovery_fidelity,fidelity_truth_source,ground_truth_fault_timestamp,ground_truth_recovery_timestamp,ground_truth_detection_lag,ground_truth_recovery_lag,node_count,link_count,sync_duration_ms,api_call_count,pre_fault_total_packets,pre_fault_total_bytes,post_detection_total_packets,post_detection_total_bytes,post_recovery_total_packets,post_recovery_total_bytes,resource_log_file,Run_Order,repeat_index,configured_repeat_count
recovery_scenario,2026-05-09T14:22:34.097593+00:00,2026-05-09T14:22:34.354522+00:00,2026-05-09T14:22:36.425552+00:00,0.256929,1.588531,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,/home/yumeng/twin/data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,none,0,,,43,43,6,0.6555047606581528,0.6050647343477693,0.634935207109304,ovs_mininet,2026-05-09T14:22:34.101376+00:00,2026-05-09T14:22:34.841692+00:00,0.253146,1.58386,8,10,66.42468692734838,28,300,22776,398,30380,504,38244,/home/yumeng/twin/data/exports/recovery_ground_truth_check_resource_logs.csv,,1,1
