scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes,sync_mode,topology_name,topology_file,target_link,target_src_city,target_dst_city,target_distance_km,controller_app,background_traffic,background_flow_count,background_load_percent,background_target_bandwidth_mbps,controller_event_queue_depth_at_detection,controller_event_queue_depth_peak_until_detection,controller_events_until_detection,pre_fault_fidelity,post_fault_fidelity,post_recovery_fidelity,node_count,link_count,sync_duration_ms,api_call_count,pre_fault_total_packets,pre_fault_total_bytes,post_detection_total_packets,post_detection_total_bytes,post_recovery_total_packets,post_recovery_total_bytes,resource_log_file,repeat_index,configured_repeat_count
recovery_scenario,2026-04-25T09:23:16.593364+00:00,2026-04-25T09:23:20.022118+00:00,2026-04-25T09:23:23.332791+00:00,3.428754,3.036293,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,44,44,7,0.8404177355787597,0.8847436025569305,0.984186007527467,8,10,1302.0676379092038,28,454,35520,5938,17812036,19035,56785466,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,1,10
recovery_scenario,2026-04-25T09:23:33.018943+00:00,2026-04-25T09:23:35.932858+00:00,2026-04-25T09:23:40.240911+00:00,2.913915,4.019547,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,164,164,7,0.8412881284420706,0.9089212637402806,0.8415964517714017,8,10,2312.933351029642,6,452,35372,5258,15032756,25229,71430642,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,2,10
recovery_scenario,2026-04-25T09:23:49.845420+00:00,2026-04-25T09:23:53.217199+00:00,2026-04-25T09:23:56.861194+00:00,3.371779,3.343232,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,284,284,6,0.841258391693351,0.8921385076472195,0.9892891325824965,8,10,1642.3643380403519,28,450,35144,4588,15509816,14771,53779854,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,3,10
recovery_scenario,2026-04-25T09:24:06.421098+00:00,2026-04-25T09:24:09.144408+00:00,2026-04-25T09:24:14.557075+00:00,2.72331,4.953575,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,405,405,7,0.8407139960430202,0.8817681455847723,0.9658499332829611,8,10,3405.2796160103753,28,456,35732,4648,15513784,20816,57805682,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,4,10
recovery_scenario,2026-04-25T09:24:23.973058+00:00,2026-04-25T09:24:26.962287+00:00,2026-04-25T09:24:31.529250+00:00,2.989229,4.347743,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,520,520,6,0.8409092751059352,0.9001562006389929,0.9768675078163152,8,10,2573.1185280019417,28,442,34508,4596,15513232,23187,61361028,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,5,10
recovery_scenario,2026-04-25T09:24:41.334417+00:00,2026-04-25T09:24:45.540151+00:00,2026-04-25T09:24:48.635541+00:00,4.205734,2.673056,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,636,636,7,0.8405768215562424,0.8665539605659144,0.983250824716134,8,10,1076.7598800593987,28,442,34344,2888,14483476,13018,60658382,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,6,10
recovery_scenario,2026-04-25T09:24:58.560904+00:00,2026-04-25T09:25:01.325058+00:00,2026-04-25T09:25:05.089308+00:00,2.764154,3.357887,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,754,754,7,0.8407449576316168,0.8903999350545235,0.9844190481398243,8,10,1755.1659959135577,28,458,35860,4024,17046848,11114,49609308,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,7,10
recovery_scenario,2026-04-25T09:25:14.835532+00:00,2026-04-25T09:25:17.745860+00:00,2026-04-25T09:25:20.212424+00:00,2.910328,2.248498,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,872,872,7,0.8406141353059832,0.857535807009842,0.982190250460316,8,10,454.13111604284495,28,452,35328,4020,16014144,11198,33001714,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,8,10
recovery_scenario,2026-04-25T09:25:29.827323+00:00,2026-04-25T09:25:32.948468+00:00,2026-04-25T09:25:35.921820+00:00,3.121145,2.398854,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,989,989,7,0.8402595168913254,0.8781184466993397,0.986282325866517,8,10,972.610360942781,28,462,36240,4440,14854240,20755,56771318,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,9,10
recovery_scenario,2026-04-25T09:25:45.460926+00:00,2026-04-25T09:25:50.497423+00:00,2026-04-25T09:25:55.992164+00:00,5.036497,4.770176,2.0,Expected LINK_DOWN followed by LINK_UP for s2-s4.,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris-Frankfurt,Paris,Frankfurt,478.0,src.controller.topology_aware_switch,iperf_tcp,12,30,30.0,1105,1105,7,0.8413011904569216,0.8548353977308863,0.9377068451841707,8,10,3487.546149059199,28,456,35760,1647,7713706,5071,14771820,data/exports/load_linearity_recovery_isolated_uniform60_30pct_resource_logs.csv,10,10
