scenario_name,sync_mode,topology_name,topology_file,target_link,controller_app,background_traffic,configured_repeat_count,poll_interval,samples,detection_samples,detection_mean,detection_p95,detection_stddev,recovery_samples,recovery_mean,recovery_p95,recovery_stddev
recovery_scenario,polling,geant2012_core12,data/topologies/geant2012_core12.json,Paris--London,src.controller.topology_aware_switch,none,3,2.0,3,3,0.7246516666666666,0.679967,0.07546280468916829,3,2.2997093333333334,2.310061,0.1605591166566244
recovery_scenario,polling,geant_backbone_8cities_stage3,data/topologies/geant_backbone_8cities_stage3.json,Paris--London,src.controller.topology_aware_switch,none,3,2.0,3,3,0.628344,0.63328,0.18272934558703668,3,1.9908736666666667,1.975149,0.10704773534996222
