scenario_name,fault_injection_timestamp,detection_timestamp,recovery_timestamp,detection_delay,recovery_delay,poll_interval,notes
recovery_scenario,2026-04-02T14:22:08.517115+00:00,2026-04-02T14:22:08.536586+00:00,2026-04-02T14:22:10.589985+00:00,0.019471,2.051576,2.0,Expected LINK_DOWN followed by LINK_UP for s1-s2.
